(-0.0088167,-0.000571946)
(0.00770552,0.000499863)
(0.00655132,0.000424989)
(0.00636298,0.000412771)
(0.00661854,0.000429349)
(0.00696917,0.000452095)
(0.00719306,0.000466619)
(0.00712145,0.000461973)
(0.00662407,0.000429708)
(0.00560707,0.000363735)
(0.00401126,0.000260213)
(0.00180932,0.000117372)
(-0.000996226,-6.46259e-005)
(-0.00437306,-0.000283683)
(-0.00825799,-0.000535701)
(-0.012557,-0.000814579)
(-0.0171477,-0.00111239)
(-0.0218856,-0.00141973)
(-0.0266104,-0.00172623)
(-0.0311546,-0.00202102)
(-0.0353504,-0.00229321)
(-0.039038,-0.00253242)
(-0.0420725,-0.00272927)
(-0.0443326,-0.00287589)
(-0.0457266,-0.00296632)
(-0.0461977,-0.00299688)
(-0.0457266,-0.00296632)
(-0.0443326,-0.00287589)
(-0.0420725,-0.00272927)
(-0.039038,-0.00253242)
(-0.0353504,-0.00229321)
(-0.0311546,-0.00202102)
(-0.0266104,-0.00172623)
(-0.0218856,-0.00141973)
(-0.0171477,-0.00111239)
(-0.012557,-0.000814579)
(-0.00825799,-0.000535701)
(-0.00437306,-0.000283683)
(-0.000996226,-6.46259e-005)
(0.00180932,0.000117372)
(0.00401126,0.000260213)
(0.00560707,0.000363735)
(0.00662407,0.000429708)
(0.00712145,0.000461973)
(0.00719306,0.000466619)
(0.00696917,0.000452095)
(0.00661854,0.000429349)
(0.00636298,0.000412771)
(0.00655132,0.000424989)
(0.00770552,0.000499863)
(-0.0088167,-0.000571946)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
